Date,Open,High,Low,Close,Volume,Adj Close
2008-05-12,11.59,12.0,11.05,11.99,17127400,10.585999999999999
2008-05-13,11.45,11.85,11.35,11.45,14721900,10.109
2008-05-14,11.45,12.3,11.44,12.28,28893400,10.842
2008-05-15,12.65,12.69,12.0,12.06,38896900,10.648
2008-05-16,11.98,12.18,11.51,11.81,13863900,10.427
2008-05-19,11.64,11.83,11.47,11.56,7989100,10.207
2008-05-20,11.56,11.7,10.5,10.7,13408200,9.447000000000001
2008-05-21,10.5,11.09,10.07,10.92,14314300,9.641
2008-05-22,10.7,11.01,10.54,10.61,9443300,9.368
2008-05-23,10.58,10.8,10.32,10.36,7068600,9.147
2008-05-26,10.3,10.3,9.95,9.96,9819000,8.794
2008-05-27,9.95,10.16,9.89,10.08,5602600,8.9
2008-05-28,10.08,10.47,10.03,10.41,7606500,9.191
2008-05-29,10.32,10.43,10.02,10.03,6604700,8.856
2008-05-30,10.07,10.16,9.95,10.08,5549200,8.9
2008-06-02,10.09,10.47,10.03,10.35,7535800,9.138
2008-06-03,10.28,10.68,10.1,10.59,11951000,9.35
2008-06-04,10.65,10.65,10.3,10.37,6772900,9.156
2008-06-05,10.44,10.55,10.3,10.31,7340700,9.103
2008-06-06,10.38,10.45,10.23,10.35,5693900,9.138
2008-06-09,10.35,10.35,10.35,10.35,0,9.138
2008-06-10,9.8,9.88,9.32,9.32,7895600,8.229
2008-06-11,9.18,9.18,8.76,9.0,8238200,7.946000000000001
2008-06-12,8.88,9.0,8.4,8.64,9448800,7.627999999999999
2008-06-13,8.71,8.79,8.01,8.1,8554300,7.152
2008-06-16,8.1,8.25,7.65,8.0,6655500,7.063
2008-06-17,7.96,8.19,7.4,7.65,7349100,6.754
2008-06-18,7.64,8.32,7.35,8.3,11654900,7.327999999999999
2008-06-19,8.31,8.5,7.47,7.47,13149700,6.595
2008-06-20,7.47,7.8,6.86,7.51,9983800,6.776
2008-06-23,7.52,7.87,7.38,7.6,6733500,6.857
2008-06-24,7.59,7.99,7.54,7.91,9694000,7.1370000000000005
2008-06-25,7.96,8.6,7.9,8.45,14612200,7.624
